English,Italian,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
offended,offeso,0,1,1,0,0,0,0,1,0,0
workshop,officina,0,0,0,0,0,0,0,0,0,0
clouded,offuscato,0,1,0,0,0,0,0,1,0,0
object,oggetto,0,0,0,0,0,0,0,0,0,0
memento,oggetto ricordo,1,0,0,0,0,0,0,0,0,0
nowadays,oggi,0,0,0,0,0,0,0,0,0,0
today,oggi,0,0,0,0,0,0,0,0,0,0
everyday,ogni giorno,0,0,0,0,0,0,0,0,0,0
hourly,ogni ora,0,0,0,0,0,0,0,0,0,0
olfactory,olfattivo,0,1,0,1,0,0,0,0,0,0
oil,olio,0,0,0,0,0,0,0,0,0,0
olive,oliva,0,0,0,0,0,0,0,0,0,0
holocaust,olocausto,0,1,1,0,1,1,0,1,0,0
outrage,oltraggio,0,1,1,0,1,0,0,0,0,0
homage,omaggio,1,0,0,0,0,0,0,0,0,0
tribute,omaggio,1,0,0,0,0,0,0,0,0,0
shade,ombra,0,0,0,0,0,0,0,0,0,0
shadow,ombra,0,0,0,0,0,0,0,0,0,0
umbrella,ombrello,0,0,0,0,0,0,0,0,0,0
shadowy,ombroso,0,0,0,0,0,0,0,0,0,0
omega,omega,0,0,0,0,0,0,0,0,0,0
homily,omelia,0,0,0,0,0,0,0,0,0,0
homeopathy,omeopatia,0,0,0,0,0,0,0,0,0,0
homeopathic,omeopatico,0,0,0,0,0,0,0,0,0,0
omitted,omesso,0,0,0,0,0,0,0,0,0,0
omit,omettere,0,1,0,0,0,0,0,0,0,0
homicidal,omicida,0,1,1,0,0,1,0,0,0,0
murderous,omicida,0,1,1,0,1,1,0,1,1,0
homicide,omicidio,0,1,1,0,1,1,0,1,0,0
murder,omicidio,0,1,1,0,1,1,0,1,1,0
manslaughter,omicidio colposo,0,1,1,0,1,1,0,1,1,0
omission,omissione,0,0,0,0,0,0,0,0,0,0
homogeneity,omogeneità,0,0,0,0,0,0,0,0,0,0
homogeneous,omogeneo,0,0,0,0,0,0,0,0,0,0
homology,omologia,1,0,0,0,0,0,0,0,0,0
homologous,omologo,0,0,0,0,0,0,0,0,0,0
homosexual,omosessuale,0,0,0,0,0,0,0,0,0,0
homosexuality,omosessualità,0,1,0,0,0,0,0,0,0,0
ounce,oncia,0,0,0,0,0,0,0,0,0,0
wave,onda,0,0,0,0,0,0,0,0,0,0
surge,ondata,0,0,0,0,0,0,0,0,1,0
waves,onde,0,0,0,0,0,0,0,0,0,0
sway,ondeggiare,0,0,0,0,0,0,0,0,0,0
wavy,ondulato,0,0,0,0,0,0,0,0,0,0
ripple,ondulazione,0,0,0,0,0,0,0,0,0,0
burden,onere,0,0,0,0,0,0,0,0,0,0
onerous,oneroso,0,1,1,0,0,0,0,1,0,0
honesty,onestà,1,0,0,0,0,0,0,0,0,1
honest,onesto,1,0,1,0,1,1,1,1,0,1
almighty,onnipotente,1,0,0,0,0,0,0,0,0,0
omniscient,onnisciente,1,0,0,0,0,0,0,0,0,1
honorarium,onorario,0,0,0,0,0,0,0,0,0,0
honor,onore,1,0,0,0,0,0,0,0,0,1
honorable,onorevole,1,0,0,0,0,0,0,0,0,1
ontology,ontologia,0,0,0,0,0,0,0,0,0,0
opaque,opaco,0,1,0,0,0,0,0,0,0,0
ope,ope,0,0,0,0,0,0,0,0,0,0
opener,opener,0,0,0,0,0,0,0,0,0,0
handiwork,opera,0,0,0,0,0,0,0,0,0,0
opera,opera,1,0,1,1,0,1,1,1,1,1
worker,operaio,0,0,0,0,0,0,0,0,0,0
journeyman,operaio qualificato,0,0,0,0,0,0,0,0,0,1
operator,operatore,0,0,0,0,0,0,0,0,0,0
operation,operazione,0,0,0,0,0,1,0,0,0,1
transaction,operazione,0,0,0,0,0,0,0,0,0,1
operations,operazioni,0,0,0,0,0,0,0,0,0,0
opinion,opinione,0,0,0,0,0,0,0,0,0,0
opium,oppio,0,1,1,0,1,1,0,1,0,0
oppose,opporsi,0,1,0,0,0,0,0,0,0,0
expediency,opportunità,0,0,0,0,0,0,0,0,0,0
opportunity,opportunità,1,0,0,1,0,0,0,0,0,0
opportune,opportuno,1,0,0,0,0,0,1,0,0,0
opposition,opposizione,0,1,1,0,0,0,0,0,0,0
oppression,oppressione,0,1,1,0,1,1,0,1,0,0
oppressor,oppressore,0,1,1,0,0,1,0,1,0,0
oppressive,opprimente,0,1,1,0,1,1,0,1,0,0
oppress,opprimere,0,1,1,0,1,1,0,1,0,0
opulent,opulento,0,0,0,0,0,0,0,0,0,0
opulence,opulenza,0,0,0,0,0,0,0,0,0,0
opus,opus,0,0,0,0,0,0,0,0,0,0
booklet,opuscolo,0,0,0,0,0,0,0,0,0,0
brochure,opuscolo,0,0,0,0,0,0,0,0,0,0
leaflet,opuscolo,0,0,0,0,0,0,0,0,0,0
optional,opzionale,1,0,0,0,0,0,0,0,0,0
option,opzione,1,0,0,0,0,0,0,0,0,0
options,Opzioni,0,0,0,0,0,0,0,0,0,0
hour,ora,0,0,0,0,0,0,0,0,0,0
oracle,oracolo,1,0,0,1,0,0,0,0,0,1
orbit,orbita,0,0,0,0,0,0,0,0,0,0
orchestra,orchestra,1,0,1,0,0,0,1,1,0,1
ogre,orco,0,1,0,0,1,1,0,0,0,0
horde,orda,0,1,0,0,0,0,0,0,1,0
sorting,ordinamento,0,0,0,0,0,0,0,0,0,0
ordinary,ordinario,0,0,0,0,0,0,0,0,0,0
neatly,ordinatamente,1,0,0,0,0,0,0,0,0,0
orderly,ordinato,1,0,0,0,0,0,0,0,0,0
array,ordine,1,0,0,0,0,0,0,0,0,0
behest,ordine,0,0,0,0,0,0,0,0,0,0
order,ordine,0,0,0,0,0,0,0,0,0,0
warp,ordito,0,1,1,0,0,0,0,1,0,0
earring,orecchino,0,0,0,0,0,0,0,0,0,0
ear,orecchio,0,0,0,0,0,0,0,0,0,0
orphan,orfano,0,1,0,0,0,1,0,1,0,0
arrange,organizzare,0,0,0,0,0,0,0,0,0,0
organize,organizzare,1,0,0,0,0,0,0,0,0,0
arranged,organizzato,0,0,0,0,0,0,0,0,0,0
organized,organizzato,1,0,0,0,0,0,0,0,0,0
organization,organizzazione,1,0,0,1,0,0,1,0,1,1
organ,organo,0,0,0,1,0,0,1,0,0,0
orgasm,orgasmo,1,0,0,1,0,0,1,0,0,0
pride,orgoglio,1,0,0,0,0,0,1,0,0,0
proud,orgoglioso,1,0,0,1,0,0,1,0,0,1
orient,orientale,0,0,0,0,0,0,0,0,0,0
orientation,orientamento,0,0,0,0,0,0,0,0,0,0
oregano,origano,0,0,0,0,0,0,0,0,0,0
origin,origine,0,0,0,0,0,0,0,0,0,0
horizontal,orizzontale,0,0,0,0,0,0,0,0,0,0
horizontally,orizzontalmente,0,0,0,0,0,0,0,0,0,0
horizon,orizzonte,1,0,0,1,0,0,0,0,0,0
edging,orlatura,0,0,0,0,0,0,0,0,0,0
brink,orlo,0,0,0,0,0,0,0,0,0,0
hem,orlo,0,0,0,0,0,0,0,0,0,0
rim,orlo,0,0,0,0,0,0,0,0,0,0
moorings,ormeggi,0,0,0,0,0,0,0,0,0,1
moored,ormeggiato,0,0,0,0,0,0,0,0,0,0
ornamental,ornamentale,0,0,0,0,0,0,0,0,0,0
adornment,ornamento,0,0,0,0,0,0,0,0,0,0
ornament,ornamento,0,0,0,0,0,0,0,0,0,0
ornate,ornato,1,0,0,0,0,0,0,0,0,0
gold,oro,1,0,0,0,0,0,0,0,0,0
clockwork,orologeria,0,0,0,0,0,0,0,0,0,0
clock,orologio,0,0,0,1,0,0,0,0,0,0
watch,orologio,0,0,0,1,0,1,0,0,0,0
wristwatch,orologio da polso,0,0,0,0,0,0,0,0,0,0
horoscope,oroscopo,0,0,0,1,0,0,0,0,0,0
ghastly,orribile,0,1,0,0,1,1,0,0,0,0
hideous,orribile,0,1,0,0,1,1,0,1,0,0
horrible,orribile,0,1,1,0,1,1,0,0,0,0
horrific,orribile,0,1,1,0,1,1,0,1,0,0
horribly,orribilmente,0,1,0,0,0,0,0,0,0,0
horrid,orrido,0,1,1,0,1,1,0,1,0,0
horrifying,orripilante,0,1,0,0,1,1,0,1,0,0
horror,orrore,0,1,1,0,1,1,0,1,1,0
horrors,orrori,0,1,0,0,0,1,0,1,0,0
bear,orso,0,0,1,0,0,1,0,0,0,0
nettle,ortica,0,1,1,0,1,0,0,0,0,0
horticultural,orticolo,0,0,0,0,0,0,0,0,0,0
horticulture,orticoltura,0,0,0,0,0,0,0,0,0,0
spelling,ortografia,1,0,0,0,0,0,0,0,0,0
dare,osare,0,0,0,1,0,0,0,0,0,1
obscenity,oscenità,0,1,1,0,1,0,0,0,0,0
bawdy,osceno,0,1,0,0,0,0,0,0,0,0
lewd,osceno,0,1,0,0,1,0,0,0,0,0
obscene,osceno,0,1,0,0,1,0,0,0,0,0
oscillate,oscillare,0,0,0,0,0,0,0,0,0,0
darkly,oscuramente,0,0,0,0,0,0,0,0,0,0
obscured,oscurato,0,0,0,0,0,0,0,0,0,0
blackness,oscurità,0,1,0,0,0,1,0,1,0,0
obscurity,oscurità,0,1,0,0,0,0,0,0,0,0
murky,oscuro,0,1,0,0,1,0,0,1,0,0
obscure,oscuro,0,0,0,0,0,0,0,0,0,0
hospital,ospedale,0,0,0,0,0,1,0,1,0,1
hospitality,ospitalità,1,0,0,0,0,0,0,0,0,0
accommodate,ospitare,0,0,0,0,0,0,0,0,0,0
guest,ospite,0,0,0,0,0,0,0,0,0,0
hospice,ospizio,0,0,0,0,0,0,0,1,0,0
bones,ossatura,0,0,0,0,0,0,0,0,0,0
observing,Osservando,0,0,0,0,0,0,0,0,0,0
observe,osservare,0,0,0,0,0,0,0,0,0,0
observation,osservazione,0,0,0,0,0,0,0,0,0,0
remark,osservazione,0,0,0,0,0,0,0,0,0,0
oxygen,ossigeno,0,0,0,0,0,0,0,0,0,0
bone,osso,0,0,0,0,0,0,0,0,0,0
bony,ossuto,0,0,0,0,0,0,0,0,0,0
hindering,ostacolando,0,1,0,0,0,0,0,1,0,0
hamper,ostacolare,0,1,0,0,0,0,0,0,0,0
impede,ostacolare,0,1,0,0,0,0,0,0,0,0
obstruct,ostacolare,0,1,1,0,0,1,0,0,0,0
balk,ostacolo,0,1,0,0,0,0,0,0,0,0
hindrance,ostacolo,0,1,0,0,0,0,0,0,0,0
obstacle,ostacolo,0,1,1,0,0,1,0,1,0,0
hostage,ostaggio,0,1,1,0,0,1,0,0,0,0
hostel,ostello,0,0,0,0,0,0,0,0,0,0
flaunt,ostentare,0,1,0,0,0,0,0,0,0,0
disaffected,ostile,0,1,0,0,0,0,0,0,0,0
forbidding,ostile,0,1,1,0,0,1,0,0,0,0
hostile,ostile,0,1,1,0,1,1,0,0,0,0
inimical,ostile,0,1,1,0,0,0,0,1,0,0
hostilities,ostilità,0,1,1,0,0,1,0,0,0,0
hostility,ostilità,0,1,1,0,1,0,0,0,0,0
obstinate,ostinato,0,1,0,0,0,0,0,0,0,0
oyster,ostrica,0,0,0,0,0,0,0,0,0,0
obstructive,ostruttiva,0,1,1,0,0,0,0,0,0,0
obstruction,ostruzione,0,1,0,0,0,0,0,0,0,0
eighty,ottanta,0,0,0,0,0,0,0,0,0,0
octave,ottava,0,0,0,0,0,0,0,0,0,0
piccolo,ottavino,0,0,0,0,0,0,0,0,0,0
eighth,ottavo,0,0,0,0,0,0,0,0,0,0
obtain,ottenere,0,0,0,0,0,0,0,0,0,0
optimism,ottimismo,1,0,0,1,0,0,1,0,1,1
optimist,ottimista,1,0,0,0,0,0,0,0,0,1
brass,ottone,0,0,0,0,0,0,0,0,0,0
shutter,otturatore,0,0,0,0,0,0,0,0,0,0
oval,ovale,0,0,0,0,0,0,0,0,0,0
hushed,ovattata,0,0,0,0,0,0,0,0,0,0
overture,overture,0,0,0,1,0,0,0,0,0,0
obvious,ovvio,1,0,0,0,0,0,0,0,0,1
idleness,ozio,0,0,0,0,0,0,0,0,0,0
pack,pacchetto,0,0,0,0,0,0,0,0,0,0
package,pacchetto,0,0,0,0,0,0,0,0,0,0
parcel,pacchetto,0,0,0,0,0,0,0,0,0,0
parcels,pacchi,0,0,0,0,0,0,0,0,0,0
peace,pace,1,0,0,1,0,0,1,0,0,1
pacify,pacificare,0,0,0,0,0,0,0,0,0,0
paddock,paddock,0,0,0,0,0,0,0,0,0,0
pan,padella,0,0,0,0,0,0,0,0,0,0
father,padre,0,0,0,0,0,0,0,0,0,1
godfather,padrino,0,0,0,0,0,0,0,0,0,0
mistress,padrona,0,1,1,0,1,0,0,0,0,0
mastery,padronanza,1,0,1,0,0,0,1,0,0,1
landlord,padrone di casa,0,0,0,0,0,0,0,0,0,0
landscape,paesaggio,0,0,0,0,0,0,0,0,0,0
landscaping,paesaggistica,0,0,0,0,0,0,0,0,0,0
plump,paffuto,0,0,0,1,0,0,0,0,0,0
payment,pagamento,0,1,0,0,0,0,0,0,0,0
heathen,pagano,0,1,0,0,0,1,0,0,0,0
defray,pagare,0,0,0,0,0,0,0,0,0,0
pay,pagare,1,0,0,1,0,0,1,0,0,1
payer,pagatore,0,0,0,0,0,0,0,0,0,0
page,pagina,0,0,0,0,0,0,0,0,0,0
straw,paglia,0,0,0,0,0,0,0,0,0,0
rick,pagliaio,0,0,0,0,0,0,0,0,0,0
loaf,pagnotta,0,1,0,0,0,0,0,0,0,0
paddle,pala,1,0,0,1,0,0,0,0,0,0
shovel,pala,0,0,0,0,0,0,0,0,0,0
palate,palato,0,0,0,0,0,0,0,0,0,0
palace,palazzo,0,0,0,0,0,0,0,0,0,0
courthouse,palazzo di giustizia,0,0,0,0,0,0,0,0,0,0
stage,palcoscenico,0,0,0,0,0,0,0,0,0,0
gymnasium,palestra,0,0,0,0,0,0,0,0,0,0
stake,paletto,0,0,0,0,0,0,0,0,0,0
ball,palla,0,0,0,0,0,0,0,0,0,0
basketball,pallacanestro,1,0,0,1,0,0,1,0,0,0
palladium,palladio,0,0,0,0,0,0,0,0,0,0
dribble,palleggio,0,0,0,0,0,0,0,0,0,0
wan,pallido,0,1,0,0,0,1,0,1,0,0
pellet,pallina,0,0,0,0,0,0,0,0,0,0
balloon,palloncino,0,0,0,0,0,0,0,0,0,0
flask,pallone,0,0,0,0,0,0,0,0,0,0
palm,palma,0,0,0,0,0,0,0,0,0,0
palpable,palpabile,0,0,0,0,0,0,0,0,1,0
throb,palpito,0,1,0,0,0,1,0,1,0,0
bog,palude,0,1,0,0,0,0,0,0,0,0
fen,palude,0,0,0,0,0,0,0,0,0,0
marsh,palude,0,0,0,0,0,0,0,0,0,0
swamp,palude,0,1,0,0,1,1,0,0,0,0
swampy,paludoso,0,1,0,0,1,1,0,0,0,0
bench,panchina,0,0,0,0,0,0,0,0,0,0
belly,pancia,0,0,0,0,0,0,0,0,0,0
pandemic,pandemico,0,1,0,0,0,1,0,1,0,0
bread,pane,0,0,0,0,0,0,0,0,0,0
panic,panico,0,1,0,0,0,1,0,0,0,0
bakery,panificio,0,0,0,0,0,0,0,0,0,0
panel,pannello,0,0,0,0,0,0,0,0,0,0
diaper,pannolino,0,0,0,0,1,0,0,0,0,0
nappy,pannolino,0,1,0,0,1,0,0,0,0,0
panorama,panoramica,0,0,0,0,0,0,0,0,0,0
gingerbread,panpepato,0,0,0,0,0,0,0,0,0,0
pants,pantaloni,0,0,0,0,0,0,0,0,0,0
trousers,pantaloni,0,0,0,0,0,0,0,0,0,0
panther,pantera,0,0,0,0,0,0,0,0,0,0
pantheon,pantheon,0,0,0,0,0,0,0,0,0,0
slipper,pantofola,0,0,0,0,0,0,0,0,0,0
slippers,pantofole,0,0,0,0,0,0,0,0,0,0
pope,papa,1,0,0,0,0,0,0,0,0,0
dad,papà,0,0,0,0,0,0,0,0,0,0
poppy,papavero,0,0,0,0,0,0,0,0,0,0
gander,papero,0,0,0,0,0,0,0,0,0,0
pap,pappa,0,0,0,0,0,0,0,0,0,0
parrot,pappagallo,0,1,0,0,1,0,0,0,0,0
parabola,parabola,0,0,0,0,0,0,0,0,0,0
paradigm,paradigma,0,0,0,0,0,0,0,0,0,0
fender,parafango,0,0,0,0,0,0,0,0,0,1
paragon,paragone,1,0,0,1,0,0,1,0,0,1
paragraph,paragrafo,0,0,0,0,0,0,0,0,0,0
palsy,paralisi,0,1,0,0,1,1,0,1,0,0
paralysis,paralisi,0,1,1,1,0,1,0,1,0,0
parallel,parallelo,0,0,0,0,0,0,0,0,0,0
matchmaker,paraninfo,0,0,0,1,0,0,0,0,0,0
paranoia,paranoia,0,1,0,0,0,1,0,0,0,0
parasite,parassita,0,1,0,0,1,1,0,0,0,0
bulkhead,paratia,0,0,0,0,0,0,0,0,0,0
park,parco,0,0,0,0,0,0,0,0,0,0
playground,Parco giochi,1,0,0,1,0,0,1,0,1,1
equalization,pareggiamento,0,0,0,0,0,0,0,0,0,0
equalize,pareggiare,0,0,0,0,0,0,0,0,0,0
relative,parente,0,0,0,0,0,0,0,0,0,1
brackets,parentesi,0,0,0,0,0,0,0,0,0,0
parenthesis,parentesi,0,0,0,0,0,0,0,0,0,0
parenthetical,parenthetical,0,0,0,0,0,0,0,0,0,0
kin,parenti,0,0,0,0,0,0,0,0,0,0
par,pari,0,0,0,0,0,0,0,0,0,0
peer,pari,0,0,0,0,0,0,0,0,0,0
talk,parlare,1,0,0,0,0,0,0,0,0,0
travesty,parodia,0,1,0,0,1,1,0,1,0,0
word,parola,1,0,0,0,0,0,0,0,0,1
parole,parola d'onore,0,0,0,1,0,0,0,0,0,0
words,parole,0,1,1,0,0,0,0,0,0,0
mumps,parotite,0,1,0,0,0,0,0,0,0,0
wig,parrucca,0,0,0,0,0,0,0,0,0,0
sparingly,parsimonia,0,0,0,0,0,0,0,0,0,0
thrift,parsimonia,1,0,0,0,1,0,0,0,0,1
part,parte,0,0,0,0,0,0,0,0,0,0
moiety,parte,0,0,0,0,0,0,0,0,0,0
participate,partecipare,0,0,0,0,0,0,0,0,0,0
attendance,partecipazione,0,0,0,1,0,0,0,0,0,0
participation,partecipazione,1,0,0,0,0,0,0,0,0,0
departure,partenza,0,1,0,0,0,0,0,1,0,0
parts,parti,0,0,0,0,0,0,0,0,0,0
particle,particella,0,0,0,0,0,0,0,0,0,0
depart,partire,0,0,0,1,0,0,0,1,0,0
leave,partire,0,1,0,0,0,0,0,1,1,0
batch,partita,0,0,0,0,0,0,0,0,0,0
departed,partito,0,1,0,0,0,0,0,1,0,0
party,partito,0,0,0,0,0,0,0,0,0,0
childbirth,parto,0,0,0,0,0,0,0,0,0,0
biased,parziale,0,1,0,0,0,0,0,0,0,0
partiality,parzialità,0,0,0,0,0,0,0,0,0,0
partially,parzialmente,0,0,0,0,0,0,0,0,0,0
pas,pas,0,0,0,0,0,0,0,0,0,0
graze,pascolare,0,0,0,0,0,0,0,0,0,0
steps,passaggi,0,0,0,0,0,0,0,0,0,0
passage,passaggio,0,0,0,0,0,0,0,0,0,0
passing,passaggio,0,0,0,0,0,0,0,0,0,0
pass,passare,0,0,0,0,0,0,0,0,0,0
hangout,passare il tempo,0,0,0,0,0,0,0,0,0,0
pastime,passatempo,1,0,0,0,0,0,0,0,0,0
bygone,passato,0,0,0,0,0,0,0,0,0,0
past,passato,0,0,0,0,0,0,0,0,0,0
passe,passe,0,1,0,0,0,0,0,0,0,0
passenger,passeggeri,0,0,0,1,0,0,0,0,0,0
stroll,passeggiata,0,0,0,0,0,0,0,0,0,0
footbridge,passerella,0,0,0,0,0,0,0,0,0,0
passion,passione,1,0,0,1,0,0,1,0,0,1
liabilities,passivo,0,0,0,0,0,0,0,0,0,0
step,passo,0,0,0,0,0,0,0,0,0,0
dough,pasta,0,0,0,0,0,0,0,0,0,0
pastry,pasta,1,0,0,0,0,0,1,0,0,0
batter,pastella,0,1,1,0,0,1,0,0,0,0
crayons,pastelli,0,0,0,0,0,0,0,0,0,0
pastel,pastello,0,0,0,0,0,0,0,0,0,0
mess,pasticcio,0,1,0,0,1,0,0,0,0,0
meal,pasto,0,0,0,0,0,0,0,0,0,0
pastor,pastore,1,0,0,0,0,0,1,0,0,1
shepherd,pastore,1,0,0,0,0,0,0,0,0,1
pate,paté,0,0,0,0,0,0,0,0,0,0
patronizing,paternalistico,0,1,0,0,0,0,0,0,0,0
authorship,paternità,0,0,0,0,0,0,0,0,0,0
pathetic,patetico,0,1,0,0,1,0,0,1,0,0
pathos,pathos,0,0,0,0,0,0,0,0,0,0
heritage,patrimonio,0,0,0,0,0,0,0,0,0,1
patrimony,patrimonio,0,0,0,0,0,0,0,0,0,0
patriot,patriota,0,0,0,0,0,0,0,0,0,0
patriotic,patriottico,0,0,0,0,0,0,0,0,0,0
advocacy,patrocinio,1,0,1,1,0,0,1,0,0,1
patron,patrono,1,0,0,0,0,0,0,0,0,1
skating,pattinaggio,0,0,0,0,0,0,0,0,0,0
covenant,patto,1,0,0,0,0,0,0,0,0,1
fear,paura,0,1,1,0,0,1,0,0,0,0
scare,paura,0,1,1,1,0,1,0,0,1,0
fearfully,paurosamente,0,1,0,0,0,1,0,1,1,0
lull,pausa,0,0,0,1,0,0,0,0,0,0
pause,pausa,0,0,0,0,0,0,0,0,0,0
paving,pavimentazione,0,0,0,0,0,0,0,0,0,0
floor,pavimento,0,0,0,0,0,0,0,0,0,0
patient,paziente,1,0,0,1,0,0,0,0,0,0
forbearance,pazienza,1,0,0,0,0,0,0,0,0,0
patience,pazienza,1,0,0,1,0,0,0,0,0,1
lunacy,pazzia,0,1,1,0,1,1,0,1,0,0
crazy,pazzo,0,1,1,0,0,1,0,1,0,0
loony,pazzo,0,1,0,0,0,0,0,0,0,0
lunatic,pazzo,0,1,1,0,1,1,0,0,0,0
mad,pazzo,0,1,1,0,1,1,0,1,0,0
madman,pazzo,0,1,1,0,0,1,0,0,0,0
pity,peccato,0,0,0,0,0,0,0,1,0,0
sin,peccato,0,1,1,0,1,1,0,1,0,0
pitch,pece,0,0,0,0,0,0,0,0,0,0
ewe,pecora,0,0,0,0,0,0,0,0,0,0
sheep,pecora,0,0,0,0,0,0,0,0,0,0
peculiar,peculiare,0,0,0,0,0,0,0,0,0,0
toll,Pedaggio,0,0,0,0,0,0,0,0,0,0
pawn,pedina,0,1,0,0,0,0,0,0,0,1
worse,peggio,0,1,0,0,0,1,0,1,0,0
forfeit,pegno,0,1,1,0,0,0,0,1,0,0
leather,pelle,0,0,0,0,0,0,0,0,0,0
skin,pelle,0,0,0,0,0,0,0,0,0,0
fur,pelliccia,0,0,0,0,0,0,0,0,0,0
hairy,peloso,0,1,0,0,1,0,0,0,0,0
pewter,peltro,0,0,0,0,0,0,0,0,0,0
penalty,pena,0,1,1,0,0,1,0,1,0,0
criminal,penale,0,1,1,0,1,1,0,0,0,0
leaning,pendente,0,0,0,0,0,0,0,0,0,1
pendant,pendente,0,0,0,0,0,0,0,0,0,0
incline,pendenza,0,0,0,0,0,0,0,0,0,1
slope,pendenza,0,0,0,0,0,0,0,0,0,0
penetration,penetrazione,0,1,1,0,0,1,0,0,0,0
peninsula,penisola,0,0,0,0,0,0,0,0,0,0
penitentiary,penitenziario,0,1,1,0,0,0,0,0,0,0
pen,penna,0,0,0,0,0,0,0,0,0,0
brush,pennello,0,0,0,0,0,0,0,0,0,0
thoughts,pensieri,0,0,0,0,0,0,0,0,0,0
thinking,pensiero,0,0,0,0,0,0,0,0,0,0
thought,pensiero,0,0,0,1,0,0,0,0,0,0
boarder,pensionante,0,0,0,0,0,0,0,0,0,0
board,pensione,0,0,0,1,0,0,0,0,0,0
thoughtfulness,pensosità,1,0,0,0,0,0,0,0,0,0
pentagon,pentagono,0,0,0,0,0,0,0,0,0,0
repent,pentirsi,1,0,0,0,0,1,0,0,0,0
pot,pentola,0,0,0,0,0,0,0,0,0,0
dangle,penzolare,0,0,0,0,0,0,0,0,0,0
pepper,Pepe,0,0,0,0,0,0,0,0,0,0
nugget,pepita,0,0,0,0,0,0,0,0,0,0
lengthwise,per il lungo,0,0,0,0,0,0,0,0,0,0
lifelong,per tutta la vita,0,0,0,0,0,0,0,0,0,0
perceive,percepire,1,0,0,0,0,0,0,0,0,1
perception,percezione,0,0,0,0,0,0,0,0,0,0
route,percorso,0,0,0,0,0,0,0,0,0,0
percussion,percussione,0,0,0,0,0,0,0,0,0,0
lose,perdere,0,1,1,0,1,1,0,1,1,0
losing,perdere,0,1,1,0,0,0,0,1,0,0
miss,perdere,0,0,0,0,0,0,0,0,0,0
leak,perdita,0,1,0,0,0,0,0,0,0,0
loss,perdita,0,1,1,0,0,1,0,1,0,0
perdition,perdizione,0,1,1,0,1,1,0,1,0,0
forgiving,perdonando,1,0,0,0,0,0,0,0,0,1
forgive,perdonare,1,0,0,0,0,0,0,0,0,0
forgiven,perdonato,1,0,0,0,0,0,0,0,0,0
pardon,perdono,1,0,0,0,0,0,0,0,0,0
perpetually,perennemente,0,0,0,0,0,0,0,0,0,0
peremptory,perentorio,0,0,0,0,0,0,0,0,0,0
perfect,perfetto,1,0,0,1,0,0,1,0,0,1
refine,perfezionare,1,0,0,0,0,0,0,0,0,0
perfection,perfezione,1,0,0,1,0,0,1,0,1,1
arbor,pergolato,0,0,0,0,0,0,0,0,0,0
peri,peri,0,0,0,0,0,0,0,0,1,0
danger,Pericolo,0,1,0,0,0,1,0,1,0,0
hazard,pericolo,0,1,0,0,0,1,0,0,0,0
jeopardy,pericolo,0,1,0,1,0,1,0,0,0,0
peril,pericolo,0,1,0,1,0,1,0,1,0,0
dangerous,pericoloso,0,1,0,0,0,1,0,0,0,0
hazardous,pericoloso,0,1,0,0,0,1,0,0,0,0
unsafe,pericoloso,0,1,0,0,0,1,0,0,0,0
perimeter,perimetro,0,0,0,0,0,0,0,0,0,0
periodic,periodico,0,0,0,0,0,0,0,0,0,0
recurring,periodico,0,0,0,0,0,0,0,0,0,0
lapse,periodo,0,1,0,0,0,0,0,0,0,0
period,periodo,0,0,0,0,0,0,0,0,0,0
expertise,perizia,1,0,0,0,0,0,0,0,0,1
pearl,perla,0,0,0,0,0,0,0,0,0,0
bead,perlina,0,0,0,0,0,0,0,0,0,0
beads,perline,0,0,0,0,0,0,0,0,0,0
touchy,permaloso,0,1,1,0,0,0,0,1,0,0
permanence,permanenza,0,0,0,0,0,0,0,0,0,0
allowed,permesso,0,0,0,0,0,0,0,0,0,0
permit,permesso,0,0,0,0,0,0,0,0,0,0
enable,permettere,1,0,0,0,0,0,0,0,0,1
afford,permettersi,1,0,0,0,0,0,0,0,0,0
mainstay,perno,1,0,0,0,0,0,0,0,0,1
pin,perno,0,0,0,0,0,0,0,0,0,0
stud,perno,1,0,0,0,0,0,0,0,0,0
perpendicular,perpendicolare,0,0,0,0,0,0,0,0,0,0
perpetrate,perpetrare,0,0,0,0,0,0,0,0,0,0
perpetual,perpetuo,0,0,0,0,0,0,0,0,0,0
perplexed,perplesso,0,1,0,0,0,0,0,0,0,0
puzzled,perplesso,0,0,0,0,0,0,0,0,0,0
pursuing,perseguendo,0,0,0,0,0,0,0,0,0,0
persistent,persistente,1,0,0,0,0,0,0,0,0,0
persistence,persistenza,1,0,0,0,0,0,0,0,0,0
lost,perso,0,1,0,0,0,0,0,1,0,0
person,persona,0,0,0,0,0,0,0,0,0,0
personal,personale,0,0,0,0,0,0,0,0,0,1
personnel,personale,0,0,0,0,0,0,0,0,0,0
staff,personale,0,0,0,0,0,0,0,0,0,0
people,persone,0,0,0,0,0,0,0,0,0,0
persons,persone,0,0,0,0,0,0,0,0,0,0
embodiment,personificazione,0,0,0,0,0,0,0,0,0,0
discerning,perspicace,0,0,0,0,0,0,0,0,0,0
persuade,persuadere,0,0,0,0,0,0,0,0,0,1
persuasion,persuasione,0,0,0,0,0,0,0,0,0,0
relevant,pertinente,1,0,0,0,0,0,0,0,0,1
